,0,1,2,3,4,5,6,7,8,9,10,11,AIC,BIC
2412,1,0,0,1,0,1,1,0,1,1,0,0,51.63553396,94.05629284
2914,1,0,1,1,0,1,1,0,0,0,1,0,51.64340911,94.06416799
1388,0,1,0,1,0,1,1,0,1,1,0,0,51.64715881,94.06791769
854,0,0,1,1,0,1,0,1,0,1,1,0,51.67567651,94.09643539
3365,1,1,0,1,0,0,1,0,0,1,0,1,51.68162946,94.10238834
3512,1,1,0,1,1,0,1,1,1,0,0,0,49.35016675,94.12763446
1977,0,1,1,1,1,0,1,1,1,0,0,1,46.99357264,94.12774917
1119,0,1,0,0,0,1,0,1,1,1,1,1,49.36063447,94.13810218
3175,1,1,0,0,0,1,1,0,0,1,1,1,49.38552679,94.1629945
2890,1,0,1,1,0,1,0,0,1,0,1,0,51.74324448,94.16400336
2886,1,0,1,1,0,1,0,0,0,1,1,0,51.74465201,94.16541089
3654,1,1,1,0,0,1,0,0,0,1,1,0,51.74560887,94.16636775
2382,1,0,0,1,0,1,0,0,1,1,1,0,51.74994823,94.17070711
3398,1,1,0,1,0,1,0,0,0,1,1,0,51.75398128,94.17474016
3150,1,1,0,0,0,1,0,0,1,1,1,0,51.75629547,94.17705435
2407,1,0,0,1,0,1,1,0,0,1,1,1,49.40626352,94.18373123
855,0,0,1,1,0,1,0,1,0,1,1,1,49.42459751,94.20206522
3180,1,1,0,0,0,1,1,0,1,1,0,0,51.79085363,94.21161251
3193,1,1,0,0,0,1,1,1,1,0,0,1,49.44397118,94.22143889
888,0,0,1,1,0,1,1,1,1,0,0,0,51.8139145,94.23467338
1639,0,1,1,0,0,1,1,0,0,1,1,1,49.46095801,94.23842572
3432,1,1,0,1,0,1,1,0,1,0,0,0,51.82216746,94.24292634
3906,1,1,1,1,0,1,0,0,0,0,1,0,51.84057544,94.26133433
2638,1,0,1,0,0,1,0,0,1,1,1,0,51.86131221,94.28207109
1866,0,1,1,1,0,1,0,0,1,0,1,0,51.88043122,94.3011901
1862,0,1,1,1,0,1,0,0,0,1,1,0,51.88410606,94.30486494
1358,0,1,0,1,0,1,0,0,1,1,1,0,51.88482074,94.30557962
1326,0,1,0,1,0,0,1,0,1,1,1,0,51.8937003,94.31445918
3908,1,1,1,1,0,1,0,0,0,1,0,0,51.90986281,94.33062169
3640,1,1,1,0,0,0,1,1,1,0,0,0,51.91621168,94.33697056
886,0,0,1,1,0,1,1,1,0,1,1,0,49.57368598,94.35115369
1881,0,1,1,1,0,1,0,1,1,0,0,1,49.5918344,94.36930211
3377,1,1,0,1,0,0,1,1,0,0,0,1,51.98033396,94.40109284
3507,1,1,0,1,1,0,1,1,0,0,1,1,47.29555035,94.42972688
1390,0,1,0,1,0,1,1,0,1,1,1,0,49.681926,94.45939371
2915,1,0,1,1,0,1,1,0,0,0,1,1,49.69413745,94.47160516
825,0,0,1,1,0,0,1,1,1,0,0,1,52.05278163,94.47354051
2684,1,0,1,0,0,1,1,1,1,1,0,0,49.69917418,94.47664189
3417,1,1,0,1,0,1,0,1,1,0,0,1,49.70533942,94.48280713
3433,1,1,0,1,0,1,1,0,1,0,0,1,49.72596323,94.50343094
1943,0,1,1,1,1,0,0,1,0,1,1,1,47.36978985,94.50396638
3676,1,1,1,0,0,1,0,1,1,1,0,0,49.72918873,94.50665644
876,0,0,1,1,0,1,1,0,1,1,0,0,52.08955451,94.51031339
2607,1,0,1,0,0,0,1,0,1,1,1,1,49.73493166,94.51239937
3857,1,1,1,1,0,0,0,1,0,0,0,1,52.10128033,94.52203921
1658,0,1,1,0,0,1,1,1,1,0,1,0,49.74481812,94.52228583
846,0,0,1,1,0,1,0,0,1,1,1,0,52.1222644,94.54302328
2167,1,0,0,0,0,1,1,1,0,1,1,1,49.76852082,94.54598853
1340,0,1,0,1,0,0,1,1,1,1,0,0,52.13311029,94.55386917
1367,0,1,0,1,0,1,0,1,0,1,1,1,49.77929134,94.55675905
1877,0,1,1,1,0,1,0,1,0,1,0,1,49.78131835,94.55878606
2426,1,0,0,1,0,1,1,1,1,0,1,0,49.79503944,94.57250715
1148,0,1,0,0,0,1,1,1,1,1,0,0,52.15487938,94.57563826
1654,0,1,1,0,0,1,1,1,0,1,1,0,49.8013636,94.57883131
2936,1,0,1,1,0,1,1,1,1,0,0,0,49.80333518,94.58080289
2905,1,0,1,1,0,1,0,1,1,0,0,1,49.81777458,94.59524229
4017,1,1,1,1,1,0,1,1,0,0,0,1,47.46292508,94.59710161
1971,0,1,1,1,1,0,1,1,0,0,1,1,47.46292923,94.59710576
3373,1,1,0,1,0,0,1,0,1,1,0,1,49.84615059,94.6236183
4003,1,1,1,1,1,0,1,0,0,0,1,1,47.49048038,94.62465691
3118,1,1,0,0,0,0,1,0,1,1,1,0,52.21227877,94.63303765
3441,1,1,0,1,0,1,1,1,0,0,0,1,49.85912157,94.63658927
2391,1,0,0,1,0,1,0,1,0,1,1,1,49.86751896,94.64498667
829,0,0,1,1,0,0,1,1,1,1,0,1,49.86995808,94.64742578
2397,1,0,0,1,0,1,0,1,1,1,0,1,49.87092804,94.64839575
3674,1,1,1,0,0,1,0,1,1,0,1,0,49.88657939,94.6640471
830,0,0,1,1,0,0,1,1,1,1,1,0,49.88973054,94.66719824
1657,0,1,1,0,0,1,1,1,1,0,0,1,49.89735882,94.67482653
3444,1,1,0,1,0,1,1,1,0,1,0,0,49.9026933,94.680161
3119,1,1,0,0,0,0,1,0,1,1,1,1,49.90391059,94.6813783
2343,1,0,0,1,0,0,1,0,0,1,1,1,52.27753645,94.69829533
889,0,0,1,1,0,1,1,1,1,0,0,1,49.92219016,94.69965786
3644,1,1,1,0,0,0,1,1,1,1,0,0,49.9227784,94.7002461
2395,1,0,0,1,0,1,0,1,1,0,1,1,49.92781814,94.70528585
3418,1,1,0,1,0,1,0,1,1,0,1,0,49.96623602,94.74370372
3111,1,1,0,0,0,0,1,0,0,1,1,1,52.32692415,94.74768303
2932,1,0,1,1,0,1,1,1,0,1,0,0,49.97306673,94.75053444
1660,0,1,1,0,0,1,1,1,1,1,0,0,49.97874441,94.75621211
607,0,0,1,0,0,1,0,1,1,1,1,1,49.97899515,94.75646286
3673,1,1,1,0,0,1,0,1,1,0,0,1,49.99955711,94.77702482
1337,0,1,0,1,0,0,1,1,1,0,0,1,52.35890665,94.77966553
2414,1,0,0,1,0,1,1,0,1,1,1,0,50.00949179,94.7869595
2111,1,0,0,0,0,0,1,1,1,1,1,1,50.01297734,94.79044505
3187,1,1,0,0,0,1,1,1,0,0,1,1,50.02133755,94.79880525
3987,1,1,1,1,1,0,0,1,0,0,1,1,47.67347529,94.80765183
1397,0,1,0,1,0,1,1,1,0,1,0,1,50.04967663,94.82714434
1387,0,1,0,1,0,1,1,0,1,0,1,1,50.05130026,94.82876797
3924,1,1,1,1,0,1,0,1,0,1,0,0,50.06030005,94.83776775
3634,1,1,1,0,0,0,1,1,0,0,1,0,52.4331129,94.85387179
875,0,0,1,1,0,1,1,0,1,0,1,1,50.08207092,94.85953862
3125,1,1,0,0,0,0,1,1,0,1,0,1,52.44491544,94.86567432
3850,1,1,1,1,0,0,0,0,1,0,1,0,52.46761177,94.88837065
1359,0,1,0,1,0,1,0,0,1,1,1,1,50.13120115,94.90866886
3661,1,1,1,0,0,1,0,0,1,1,0,1,50.1351441,94.91261181
637,0,0,1,0,0,1,1,1,1,1,0,1,50.1387448,94.91621251
1645,0,1,1,0,0,1,1,0,1,1,0,1,50.1474499,94.9249176
2365,1,0,0,1,0,0,1,1,1,1,0,1,50.15463164,94.93209935
3411,1,1,0,1,0,1,0,1,0,0,1,1,50.15621252,94.93368023
2855,1,0,1,1,0,0,1,0,0,1,1,1,50.15691984,94.93438755
2995,1,0,1,1,1,0,1,1,0,0,1,1,47.80337,94.93754653
126,0,0,0,0,0,1,1,1,1,1,1,0,52.52822355,94.94898243
574,0,0,1,0,0,0,1,1,1,1,1,0,52.52955522,94.9503141
871,0,0,1,1,0,1,1,0,0,1,1,1,50.18668595,94.96415366
3347,1,1,0,1,0,0,0,1,0,0,1,1,52.55337104,94.97412992
3358,1,1,0,1,0,0,0,1,1,1,1,0,50.20429248,94.98176019
2103,1,0,0,0,0,0,1,1,0,1,1,1,52.56112022,94.9818791
1805,0,1,1,1,0,0,0,0,1,1,0,1,52.56728601,94.98804489
3849,1,1,1,1,0,0,0,0,1,0,0,1,52.56803814,94.98879702
819,0,0,1,1,0,0,1,1,0,0,1,1,52.56983785,94.99059673
2827,1,0,1,1,0,0,0,0,1,0,1,1,52.57540746,94.99616634
3625,1,1,1,0,0,0,1,0,1,0,0,1,52.57638121,94.99714009
1342,0,1,0,1,0,0,1,1,1,1,1,0,50.22257947,95.00004718
3763,1,1,1,0,1,0,1,1,0,0,1,1,47.87290738,95.00708391
807,0,0,1,1,0,0,1,0,0,1,1,1,52.58656832,95.0073272
2617,1,0,1,0,0,0,1,1,1,0,0,1,52.58812292,95.0088818
2335,1,0,0,1,0,0,0,1,1,1,1,1,50.23468878,95.01215649
3858,1,1,1,1,0,0,0,1,0,0,1,0,52.59366923,95.01442811
635,0,0,1,0,0,1,1,1,1,0,1,1,50.23944845,95.01691616
3874,1,1,1,1,0,0,1,0,0,0,1,0,52.59768483,95.01844371
3704,1,1,1,0,0,1,1,1,1,0,0,0,50.24122449,95.01869219
3928,1,1,1,1,0,1,0,1,1,0,0,0,50.24616662,95.02363432
3607,1,1,1,0,0,0,0,1,0,1,1,1,50.24725068,95.02471838
3182,1,1,0,0,0,1,1,0,1,1,1,0,50.25030377,95.02777148
1567,0,1,1,0,0,0,0,1,1,1,1,1,50.26233065,95.03979836
2319,1,0,0,1,0,0,0,0,1,1,1,1,52.61918281,95.03994169
2425,1,0,0,1,0,1,1,1,1,0,0,1,50.26603388,95.04350158
1583,0,1,1,0,0,0,1,0,1,1,1,1,50.28125372,95.05872143
1819,0,1,1,1,0,0,0,1,1,0,1,1,50.29705467,95.07452238
3133,1,1,0,0,0,0,1,1,1,1,0,1,50.30005035,95.07751806
2921,1,0,1,1,0,1,1,0,1,0,0,1,50.30682862,95.08429633
3877,1,1,1,1,0,0,1,0,0,1,0,1,50.31797004,95.09543775
2349,1,0,0,1,0,0,1,0,1,1,0,1,52.67767109,95.09842997
3876,1,1,1,1,0,0,1,0,0,1,0,0,52.68467144,95.10543032
2611,1,0,1,0,0,0,1,1,0,0,1,1,52.69054692,95.11130581
2681,1,0,1,0,0,1,1,1,1,0,0,1,50.34033228,95.11779999
1331,0,1,0,1,0,0,1,1,0,0,1,1,52.70175227,95.12251115
575,0,0,1,0,0,0,1,1,1,1,1,1,50.34691559,95.1243833
381,0,0,0,1,0,1,1,1,1,1,0,1,50.3592947,95.13676241
1852,0,1,1,1,0,0,1,1,1,1,0,0,50.35972155,95.13718926
3196,1,1,0,0,0,1,1,1,1,1,0,0,50.36257752,95.14004523
2858,1,0,1,1,0,0,1,0,1,0,1,0,52.71937652,95.1401354
2930,1,0,1,1,0,1,1,1,0,0,1,0,50.36846957,95.14593728
3335,1,1,0,1,0,0,0,0,0,1,1,1,52.73042927,95.15118815
2874,1,0,1,1,0,0,1,1,1,0,1,0,50.37587346,95.15334117
2618,1,0,1,0,0,0,1,1,1,0,1,0,52.73361347,95.15437235
3413,1,1,0,1,0,1,0,1,0,1,0,1,50.38165246,95.15912016
1402,0,1,0,1,0,1,1,1,1,0,1,0,50.38595075,95.16341846
3952,1,1,1,1,0,1,1,1,0,0,0,0,50.39755902,95.17502673
2866,1,0,1,1,0,0,1,1,0,0,1,0,52.76189678,95.18265566
1803,0,1,1,1,0,0,0,0,1,0,1,1,52.77236977,95.19312865
3341,1,1,0,1,0,0,0,0,1,1,0,1,52.79211576,95.21287464
3597,1,1,1,0,0,0,0,0,1,1,0,1,52.80156108,95.22231996
1623,0,1,1,0,0,1,0,1,0,1,1,1,50.45667081,95.23413851
827,0,0,1,1,0,0,1,1,1,0,1,1,50.47186018,95.24932788
2682,1,0,1,0,0,1,1,1,1,0,1,0,50.47734298,95.25481068
2830,1,0,1,1,0,0,0,0,1,1,1,0,52.83650707,95.25726595
3853,1,1,1,1,0,0,0,0,1,1,0,1,50.48174299,95.2592107
3888,1,1,1,1,0,0,1,1,0,0,0,0,52.84153669,95.26229557
1150,0,1,0,0,0,1,1,1,1,1,1,0,50.48996666,95.26743436
1595,0,1,1,0,0,0,1,1,1,0,1,1,50.49036532,95.26783302
1643,0,1,1,0,0,1,1,0,1,0,1,1,50.49965445,95.27712215
1341,0,1,0,1,0,0,1,1,1,1,0,1,50.50458496,95.28205267
3591,1,1,1,0,0,0,0,0,0,1,1,1,52.87642364,95.29718252
3130,1,1,0,0,0,0,1,1,1,0,1,0,52.87650637,95.29726525
3378,1,1,0,1,0,0,1,1,0,0,1,0,52.89165791,95.31241679
3611,1,1,1,0,0,0,0,1,1,0,1,1,50.55557041,95.33303812
1833,0,1,1,1,0,0,1,0,1,0,0,1,52.93464105,95.35539993
1841,0,1,1,1,0,0,1,1,0,0,0,1,52.94193473,95.36269361
1842,0,1,1,1,0,0,1,1,0,0,1,0,52.94806773,95.36882661
2359,1,0,0,1,0,0,1,1,0,1,1,1,50.5929825,95.37045021
3940,1,1,1,1,0,1,1,0,0,1,0,0,50.59651202,95.37397973
3868,1,1,1,1,0,0,0,1,1,1,0,0,50.60191169,95.37937939
1653,0,1,1,0,0,1,1,1,0,1,0,1,50.60825554,95.38572325
1882,0,1,1,1,0,1,0,1,1,0,1,0,50.60853203,95.38599974
3381,1,1,0,1,0,0,1,1,0,1,0,1,50.62149174,95.39895944
3629,1,1,1,0,0,0,1,0,1,1,0,1,50.62582363,95.40329134
1799,0,1,1,1,0,0,0,0,0,1,1,1,53.01022889,95.43098777
814,0,0,1,1,0,0,1,0,1,1,1,0,53.02271207,95.44347095
783,0,0,1,1,0,0,0,0,1,1,1,1,53.03150482,95.4522637
3442,1,1,0,1,0,1,1,1,0,0,1,0,50.68912217,95.46658987
3355,1,1,0,1,0,0,0,1,1,0,1,1,50.69282393,95.47029163
1878,0,1,1,1,0,1,0,1,0,1,1,0,50.70915138,95.48661909
3882,1,1,1,1,0,0,1,0,1,0,1,0,50.72714916,95.50461687
3865,1,1,1,1,0,0,0,1,1,0,0,1,50.73502691,95.51249462
3163,1,1,0,0,0,1,0,1,1,0,1,1,50.7458057,95.52327341
1295,0,1,0,1,0,0,0,0,1,1,1,1,53.1183399,95.53909878
890,0,0,1,1,0,1,1,1,1,0,1,0,50.76995015,95.54741786
3641,1,1,1,0,0,0,1,1,1,0,0,1,50.78784184,95.56530955
3638,1,1,1,0,0,0,1,1,0,1,1,0,50.7891865,95.5666542
892,0,0,1,1,0,1,1,1,1,1,0,0,50.80817193,95.58563964
3667,1,1,1,0,0,1,0,1,0,0,1,1,50.81338946,95.59085716
3637,1,1,1,0,0,0,1,1,0,1,0,1,50.81917776,95.59664546
1846,0,1,1,1,0,0,1,1,0,1,1,0,50.82029467,95.59776238
3921,1,1,1,1,0,1,0,1,0,0,0,1,50.82158639,95.5990541
622,0,0,1,0,0,1,1,0,1,1,1,0,53.21086113,95.63162001
862,0,0,1,1,0,1,0,1,1,1,1,0,50.85442139,95.6318891
3913,1,1,1,1,0,1,0,0,1,0,0,1,50.86412932,95.64159703
2171,1,0,0,0,0,1,1,1,1,0,1,1,50.86815317,95.64562088
1587,0,1,1,0,0,0,1,1,0,0,1,1,53.22660529,95.64736417
1906,0,1,1,1,0,1,1,1,0,0,1,0,50.87272086,95.65018856
1849,0,1,1,1,0,0,1,1,1,0,0,1,50.88087589,95.6583436
1551,0,1,1,0,0,0,0,0,1,1,1,1,53.24808638,95.66884526
638,0,0,1,0,0,1,1,1,1,1,1,0,50.90048249,95.67795019
2667,1,0,1,0,0,1,1,0,1,0,1,1,50.9123171,95.68978481
1597,0,1,1,0,0,0,1,1,1,1,0,1,50.91284811,95.69031582
2899,1,0,1,1,0,1,0,1,0,0,1,1,50.91634898,95.69381669
3179,1,1,0,0,0,1,1,0,1,0,1,1,50.91684324,95.69431094
2411,1,0,0,1,0,1,1,0,1,0,1,1,50.91749214,95.69495985
2419,1,0,0,1,0,1,1,1,0,0,1,1,50.92016032,95.69762803
2639,1,0,1,0,0,1,0,0,1,1,1,1,50.92498481,95.70245252
3655,1,1,1,0,0,1,0,0,0,1,1,1,50.92605168,95.70351938
3382,1,1,0,1,0,0,1,1,0,1,1,0,50.92801262,95.70548033
3399,1,1,0,1,0,1,0,0,0,1,1,1,50.92913912,95.70660683
1891,0,1,1,1,0,1,1,0,0,0,1,1,50.92955259,95.7070203
1863,0,1,1,1,0,1,0,0,0,1,1,1,50.92989965,95.70736735
2891,1,0,1,1,0,1,0,0,1,0,1,1,50.93251528,95.70998299
2383,1,0,0,1,0,1,0,0,1,1,1,1,50.93351467,95.71098238
2887,1,0,1,1,0,1,0,0,0,1,1,1,50.9347496,95.71221731
2651,1,0,1,0,0,1,0,1,1,0,1,1,50.94183074,95.71929844
2159,1,0,0,0,0,1,1,0,1,1,1,1,50.94391026,95.72137797
2615,1,0,1,0,0,0,1,1,0,1,1,1,50.94550172,95.72296942
1867,0,1,1,1,0,1,0,0,1,0,1,1,50.94891963,95.72638734
2675,1,0,1,0,0,1,1,1,0,0,1,1,50.95243106,95.72989876
2647,1,0,1,0,0,1,0,1,0,1,1,1,50.95251307,95.72998078
883,0,0,1,1,0,1,1,1,0,0,1,1,50.95613533,95.73360303
1627,0,1,1,0,0,1,0,1,1,0,1,1,50.95800023,95.73546793
3190,1,1,0,0,0,1,1,1,0,1,1,0,50.96136786,95.73883557
2421,1,0,0,1,0,1,1,1,0,1,0,1,50.96322779,95.7406955
3861,1,1,1,1,0,0,0,1,0,1,0,1,50.96639582,95.74386353
3922,1,1,1,1,0,1,0,1,0,0,1,0,50.97253982,95.75000753
1884,0,1,1,1,0,1,0,1,1,1,0,0,50.97316265,95.75063035
3642,1,1,1,0,0,0,1,1,1,0,1,0,50.97825671,95.75572441
3683,1,1,1,0,0,1,1,0,0,0,1,1,50.98142345,95.75889116
847,0,0,1,1,0,1,0,0,1,1,1,1,50.98692889,95.7643966
2663,1,0,1,0,0,1,1,0,0,1,1,1,50.98846754,95.76593524
3427,1,1,0,1,0,1,1,0,0,0,1,1,50.99146281,95.76893052
1383,0,1,0,1,0,1,1,0,0,1,1,1,50.99287937,95.77034708
1339,0,1,0,1,0,0,1,1,1,0,1,1,51.00158057,95.77904828
2428,1,0,0,1,0,1,1,1,1,1,0,0,51.00556533,95.78303303
859,0,0,1,1,0,1,0,1,1,0,1,1,51.00688723,95.78435494
3689,1,1,1,0,0,1,1,0,1,0,0,1,51.01072412,95.78819182
3909,1,1,1,1,0,1,0,0,0,1,0,1,51.01093728,95.78840499
1079,0,1,0,0,0,0,1,1,0,1,1,1,53.37184425,95.79260313
2893,1,0,1,1,0,1,0,0,1,1,0,1,51.01614879,95.7936165
3159,1,1,0,0,0,1,0,1,0,1,1,1,51.02481279,95.8022805
1395,0,1,0,1,0,1,1,1,0,0,1,1,51.02963906,95.80710676
1897,0,1,1,1,0,1,1,0,1,0,0,1,51.03588957,95.81335728
1374,0,1,0,1,0,1,0,1,1,1,1,0,51.04664472,95.82411243
1869,0,1,1,1,0,1,0,0,1,1,0,1,51.04675337,95.82422108
2363,1,0,0,1,0,0,1,1,1,0,1,1,51.04739161,95.82485931
2929,1,0,1,1,0,1,1,1,0,0,0,1,51.05026779,95.8277355
3697,1,1,1,0,0,1,1,1,0,0,0,1,51.06707428,95.84454198
379,0,0,0,1,0,1,1,1,1,0,1,1,51.06830591,95.84577362
2669,1,0,1,0,0,1,1,0,1,1,0,1,51.07229807,95.84976578
2917,1,0,1,1,0,1,1,0,0,1,0,1,51.07641126,95.85387896
3843,1,1,1,1,0,0,0,0,0,0,1,1,53.4369649,95.85772379
2678,1,0,1,0,0,1,1,1,0,1,1,0,51.08371408,95.86118179
1893,0,1,1,1,0,1,1,0,0,1,0,1,51.08487841,95.86234612
319,0,0,0,1,0,0,1,1,1,1,1,1,51.09892882,95.87639653
3420,1,1,0,1,0,1,0,1,1,1,0,0,51.11869159,95.8961593
3878,1,1,1,1,0,0,1,0,0,1,1,0,51.11933806,95.89680577
3429,1,1,0,1,0,1,1,0,0,1,0,1,51.1405322,95.9179999
2413,1,0,0,1,0,1,1,0,1,1,0,1,51.14603852,95.92350623
375,0,0,0,1,0,1,1,1,0,1,1,1,51.14730396,95.92477167
1905,0,1,1,1,0,1,1,1,0,0,0,1,51.16066219,95.9381299
1373,0,1,0,1,0,1,0,1,1,1,0,1,51.16278506,95.94025276
2622,1,0,1,0,0,0,1,1,1,1,1,0,51.16791507,95.94538277
1615,0,1,1,0,0,1,0,0,1,1,1,1,51.17398712,95.95145483
3103,1,1,0,0,0,0,0,1,1,1,1,1,51.17402555,95.95149326
3669,1,1,1,0,0,1,0,1,0,1,0,1,51.18395319,95.9614209
3613,1,1,1,0,0,0,0,1,1,1,0,1,51.18401658,95.96148428
3181,1,1,0,0,0,1,1,0,1,1,0,1,51.18711961,95.96458732
2591,1,0,1,0,0,0,0,1,1,1,1,1,51.19501759,95.9724853
885,0,0,1,1,0,1,1,1,0,1,0,1,51.19915832,95.97662603
3134,1,1,0,0,0,0,1,1,1,1,1,0,51.20204135,95.97950906
1651,0,1,1,0,0,1,1,1,0,0,1,1,51.20862814,95.98609584
1815,0,1,1,1,0,0,0,1,0,1,1,1,51.20960831,95.98707601
878,0,0,1,1,0,1,1,0,1,1,1,0,51.21599626,95.99346397
2173,1,0,0,0,0,1,1,1,1,1,0,1,51.22920475,96.00667246
1875,0,1,1,1,0,1,0,1,0,0,1,1,51.243894,96.0213617
1822,0,1,1,1,0,0,0,1,1,1,1,0,51.24552031,96.02298802
3907,1,1,1,1,0,1,0,0,0,0,1,1,51.27872916,96.05619687
1389,0,1,0,1,0,1,1,0,1,1,0,1,51.28495119,96.06241889
3189,1,1,0,0,0,1,1,1,0,1,0,1,51.31944425,96.09691196
3700,1,1,1,0,0,1,1,1,0,1,0,0,51.34305641,96.12052412
1147,0,1,0,0,0,1,1,1,1,0,1,1,51.3439182,96.12138591
1471,0,1,0,1,1,0,1,1,1,1,1,1,46.64990168,96.14078704
1401,0,1,0,1,0,1,1,1,1,0,0,1,51.36615964,96.14362734
1135,0,1,0,0,0,1,1,0,1,1,1,1,51.37088411,96.14835181
2846,1,0,1,1,0,0,0,1,1,1,1,0,51.37264845,96.15011615
2619,1,0,1,0,0,0,1,1,1,0,1,1,51.40436709,96.18183479
1335,0,1,0,1,0,0,1,1,0,1,1,1,51.41338983,96.19085754
2873,1,0,1,1,0,0,1,1,1,0,0,1,51.42812002,96.20558773
1149,0,1,0,0,0,1,1,1,1,1,0,1,51.45136719,96.2288349
1629,0,1,1,0,0,1,0,1,1,1,0,1,51.49038947,96.26785718
623,0,0,1,0,0,1,1,0,1,1,1,1,51.49510273,96.27257043
3862,1,1,1,1,0,0,0,1,0,1,1,0,51.51516362,96.29263132
2366,1,0,0,1,0,0,1,1,1,1,1,0,51.55561463,96.33308233
3685,1,1,1,0,0,1,1,0,0,1,0,1,51.56856404,96.34603175
3434,1,1,0,1,0,1,1,0,1,0,1,0,51.59078562,96.36825333
3662,1,1,1,0,0,1,0,0,1,1,1,0,51.6221917,96.39965941
3386,1,1,0,1,0,0,1,1,1,0,1,0,51.63229346,96.40976116
631,0,0,1,0,0,1,1,1,0,1,1,1,51.64009244,96.41756015
3374,1,1,0,1,0,0,1,0,1,1,1,0,51.64776692,96.42523463
3194,1,1,0,0,0,1,1,1,1,0,1,0,51.67842819,96.4558959
1598,0,1,1,0,0,0,1,1,1,1,1,0,51.68800051,96.46546822
2398,1,0,0,1,0,1,0,1,1,1,1,0,51.6999209,96.47738861
2869,1,0,1,1,0,0,1,1,0,1,0,1,51.75230083,96.52976854
3385,1,1,0,1,0,0,1,1,1,0,0,1,51.77508892,96.55255663
2839,1,0,1,1,0,0,0,1,0,1,1,1,51.77664309,96.55411079
1850,0,1,1,1,0,0,1,1,1,0,1,0,51.78789159,96.56535929
2876,1,0,1,1,0,0,1,1,1,1,0,0,51.79148497,96.56895268
2351,1,0,0,1,0,0,1,0,1,1,1,1,51.8276021,96.60506981
127,0,0,0,0,0,1,1,1,1,1,1,1,51.83486491,96.61233261
823,0,0,1,1,0,0,1,1,0,1,1,1,51.85563034,96.63309805
2845,1,0,1,1,0,0,0,1,1,1,0,1,51.88882788,96.66629559
2862,1,0,1,1,0,0,1,0,1,1,1,0,51.90420852,96.68167622
3351,1,1,0,1,0,0,0,1,0,1,1,1,51.92615286,96.70362057
1821,0,1,1,1,0,0,0,1,1,1,0,1,51.93115439,96.7086221
3448,1,1,0,1,0,1,1,1,1,0,0,0,52.00040982,96.77787753
3892,1,1,1,1,0,0,1,1,0,1,0,0,52.00563654,96.78310425
815,0,0,1,1,0,0,1,0,1,1,1,1,52.04129058,96.81875829
3815,1,1,1,0,1,1,1,0,0,1,1,1,47.43826108,96.92914644
1015,0,0,1,1,1,1,1,1,0,1,1,1,47.44087369,96.93175906
3829,1,1,1,0,1,1,1,1,0,1,0,1,47.45396447,96.94484983
1021,0,0,1,1,1,1,1,1,1,1,0,1,47.45987599,96.95076135
2037,0,1,1,1,1,1,1,1,0,1,0,1,47.46394945,96.95483481
3031,1,0,1,1,1,1,0,1,0,1,1,1,47.46924217,96.96012753
1789,0,1,1,0,1,1,1,1,1,1,0,1,47.48042082,96.97130618
2783,1,0,1,0,1,1,0,1,1,1,1,1,47.48872939,96.97961475
767,0,0,1,0,1,1,1,1,1,1,1,1,47.4897445,96.98062986
3799,1,1,1,0,1,1,0,1,0,1,1,1,47.4901641,96.98104946
3053,1,0,1,1,1,1,1,0,1,1,0,1,47.50403408,96.99491944
2813,1,0,1,0,1,1,1,1,1,1,0,1,47.50909602,96.99998138
2807,1,0,1,0,1,1,1,1,0,1,1,1,47.50984661,97.00073198
2303,1,0,0,0,1,1,1,1,1,1,1,1,47.51074144,97.0016268
1783,0,1,1,0,1,1,1,1,0,1,1,1,47.51609744,97.0069828
511,0,0,0,1,1,1,1,1,1,1,1,1,47.51843078,97.00931614
3357,1,1,0,1,0,0,0,1,1,1,0,1,52.23324778,97.01071549
1775,0,1,1,0,1,1,1,0,1,1,1,1,47.5224868,97.01337216
2799,1,0,1,0,1,1,1,0,1,1,1,1,47.52414183,97.01502719
1503,0,1,0,1,1,1,0,1,1,1,1,1,47.52725604,97.0181414
3061,1,0,1,1,1,1,1,1,0,1,0,1,47.52748359,97.01836895
2013,0,1,1,1,1,1,0,1,1,1,0,1,47.53093278,97.02181814
1759,0,1,1,0,1,1,0,1,1,1,1,1,47.53306431,97.02394967
3896,1,1,1,1,0,0,1,1,1,0,0,0,52.24728103,97.02474874
3295,1,1,0,0,1,1,0,1,1,1,1,1,47.53442739,97.02531275
2527,1,0,0,1,1,1,0,1,1,1,1,1,47.54247535,97.03336071
1912,0,1,1,1,0,1,1,1,1,0,0,0,52.25735924,97.03482695
1835,0,1,1,1,0,0,1,0,1,0,1,1,52.28015868,97.05762639
3821,1,1,1,0,1,1,1,0,1,1,0,1,47.58437214,97.0752575
1527,0,1,0,1,1,1,1,1,0,1,1,1,47.58607162,97.07695698
2007,0,1,1,1,1,1,0,1,0,1,1,1,47.58994176,97.08082712
1843,0,1,1,1,0,0,1,1,0,0,1,1,52.31571389,97.0931816
2543,1,0,0,1,1,1,1,0,1,1,1,1,47.60995286,97.10083822
2551,1,0,0,1,1,1,1,1,0,1,1,1,47.6113997,97.10228506
3599,1,1,1,0,0,0,0,0,1,1,1,1,52.32553764,97.10300535
3565,1,1,0,1,1,1,1,0,1,1,0,1,47.61484054,97.1057259
2991,1,0,1,1,1,0,1,0,1,1,1,1,47.6499834,97.14086876
